followed,following
VT Patrick J. Leahy,NM Martin Heinrich
ME Susan M. Collins,NM Martin Heinrich
IL Richard J. Durbin,NM Martin Heinrich
ND John Hoeven,NM Martin Heinrich
NH Jeanne Shaheen,NM Martin Heinrich
OR Jeff Merkley,NM Martin Heinrich
ME Angus S. King Jr.,NM Martin Heinrich
WI Tammy Baldwin,NM Martin Heinrich
HI Mazie K. Hirono,NM Martin Heinrich
CO Michael F. Bennet,NM Martin Heinrich
WA Patty Murray,NM Martin Heinrich
TN Lamar Alexander,NM Martin Heinrich
VA Tim Kaine,NM Martin Heinrich
AK Lisa Murkowski,NM Martin Heinrich
OR Ron Wyden,NM Martin Heinrich
CA Dianne Feinstein,NM Martin Heinrich
HI Brian Schatz,NM Martin Heinrich
NM Tom Udall,NM Martin Heinrich
IL Tammy Duckworth,NM Tom Udall
MN Tina Smith,NM Tom Udall
AZ Kyrsten Sinema,NM Tom Udall
NV Jacky Rosen,NM Tom Udall
VA Tim Kaine,NM Tom Udall
DE Christopher A. Coons,NM Tom Udall
WY John Barrasso,NM Tom Udall
WI Tammy Baldwin,NM Tom Udall
WI Ron Johnson,NM Tom Udall
WV Joe Manchin III,NM Tom Udall
WV Shelley Moore Capito,NM Tom Udall
WA Maria Cantwell,NM Tom Udall
VA Mark R. Warner,NM Tom Udall
VT Patrick J. Leahy,NM Tom Udall
VT Bernard Sanders,NM Tom Udall
UT Mike Lee,NM Tom Udall
TX Ted Cruz,NM Tom Udall
TX John Cornyn,NM Tom Udall
TN Lamar Alexander,NM Tom Udall
SD John Thune,NM Tom Udall
SD Mike Rounds,NM Tom Udall
SC Tim Scott,NM Tom Udall
RI Sheldon Whitehouse,NM Tom Udall
RI Jack Reed,NM Tom Udall
PA Robert P. Casey Jr.,NM Tom Udall
PA Patrick J. Toomey,NM Tom Udall
OR Ron Wyden,NM Tom Udall
OR Jeff Merkley,NM Tom Udall
OK James Lankford,NM Tom Udall
OK James M. Inhofe,NM Tom Udall
OH Sherrod Brown,NM Tom Udall
ND John Hoeven,NM Tom Udall
NC Thom Tillis,NM Tom Udall
NC Richard Burr,NM Tom Udall
NJ Robert Menendez,NM Tom Udall
NH Jeanne Shaheen,NM Tom Udall
NE Ben Sasse,NM Tom Udall
NE Deb Fischer,NM Tom Udall
MT Jon Tester,NM Tom Udall
MT Steve Daines,NM Tom Udall
MO Roy Blunt,NM Tom Udall
MS Roger F. Wicker,NM Tom Udall
WA Patty Murray,NM Tom Udall
MI Debbie Stabenow,NM Tom Udall
MI Gary C. Peters,NM Tom Udall
MA Elizabeth Warren,NM Tom Udall
MA Edward J. Markey,NM Tom Udall
MD Benjamin L. Cardin,NM Tom Udall
ME Angus S. King Jr.,NM Tom Udall
ME Susan M. Collins,NM Tom Udall
KY Mitch McConnell,NM Tom Udall
KS Pat Roberts,NM Tom Udall
KS Jerry Moran,NM Tom Udall
IA Chuck Grassley,NM Tom Udall
IA Joni Ernst,NM Tom Udall
IL Richard J. Durbin,NM Tom Udall
ID James E. Risch,NM Tom Udall
ID Mike Crapo,NM Tom Udall
HI Brian Schatz,NM Tom Udall
HI Mazie K. Hirono,NM Tom Udall
GA David Perdue,NM Tom Udall
GA Johnny Isakson,NM Tom Udall
FL Marco Rubio,NM Tom Udall
DE Thomas R. Carper,NM Tom Udall
CT Christopher Murphy,NM Tom Udall
CT Richard Blumenthal,NM Tom Udall
CO Cory Gardner,NM Tom Udall
CO Michael F. Bennet,NM Tom Udall
CA Dianne Feinstein,NM Tom Udall
AR Tom Cotton,NM Tom Udall
AR John Boozman,NM Tom Udall
AK Dan Sullivan,NM Tom Udall
AK Lisa Murkowski,NM Tom Udall
AL Richard C. Shelby,NM Tom Udall
NM Martin Heinrich,NM Tom Udall
OK James Lankford,NV Catherine Cortez Masto
MO Josh Hawley,NV Catherine Cortez Masto
ND Kevin Cramer,NV Catherine Cortez Masto
LA Bill Cassidy,NV Catherine Cortez Masto
UT Mitt Romney,NV Catherine Cortez Masto
FL Rick Scott,NV Catherine Cortez Masto
NY Kirsten E. Gillibrand,NV Catherine Cortez Masto
SC Tim Scott,NV Catherine Cortez Masto
MN Amy Klobuchar,NV Catherine Cortez Masto
SC Lindsey Graham,NV Catherine Cortez Masto
AL Richard C. Shelby,NV Catherine Cortez Masto
UT Mike Lee,NV Catherine Cortez Masto
AK Dan Sullivan,NV Catherine Cortez Masto
WV Shelley Moore Capito,NV Catherine Cortez Masto
TN Lamar Alexander,NV Catherine Cortez Masto
GA Johnny Isakson,NV Catherine Cortez Masto
GA David Perdue,NV Catherine Cortez Masto
AR Tom Cotton,NV Catherine Cortez Masto
TX Ted Cruz,NV Catherine Cortez Masto
TX John Cornyn,NV Catherine Cortez Masto
WI Ron Johnson,NV Catherine Cortez Masto
NC Richard Burr,NV Catherine Cortez Masto
MO Roy Blunt,NV Catherine Cortez Masto
AR John Boozman,NV Catherine Cortez Masto
KS Jerry Moran,NV Catherine Cortez Masto
KS Pat Roberts,NV Catherine Cortez Masto
NE Deb Fischer,NV Catherine Cortez Masto
ID Mike Crapo,NV Catherine Cortez Masto
ID James E. Risch,NV Catherine Cortez Masto
ND John Hoeven,NV Catherine Cortez Masto
IA Chuck Grassley,NV Catherine Cortez Masto
WY John Barrasso,NV Catherine Cortez Masto
IA Joni Ernst,NV Catherine Cortez Masto
AL Doug Jones,NV Catherine Cortez Masto
MN Tina Smith,NV Catherine Cortez Masto
ME Susan M. Collins,NV Catherine Cortez Masto
MS Roger F. Wicker,NV Catherine Cortez Masto
IN Todd Young,NV Catherine Cortez Masto
PA Patrick J. Toomey,NV Catherine Cortez Masto
FL Marco Rubio,NV Catherine Cortez Masto
NE Ben Sasse,NV Catherine Cortez Masto
CO Cory Gardner,NV Catherine Cortez Masto
NC Thom Tillis,NV Catherine Cortez Masto
LA John Kennedy,NV Catherine Cortez Masto
AK Lisa Murkowski,NV Catherine Cortez Masto
AZ Kyrsten Sinema,NV Catherine Cortez Masto
NV Jacky Rosen,NV Catherine Cortez Masto
RI Jack Reed,NV Catherine Cortez Masto
CO Michael F. Bennet,NV Catherine Cortez Masto
VA Mark R. Warner,NV Catherine Cortez Masto
OH Sherrod Brown,NV Catherine Cortez Masto
HI Brian Schatz,NV Catherine Cortez Masto
HI Mazie K. Hirono,NV Catherine Cortez Masto
OH Rob Portman,NV Catherine Cortez Masto
CA Dianne Feinstein,NV Catherine Cortez Masto
WV Joe Manchin III,NV Catherine Cortez Masto
MT Jon Tester,NV Catherine Cortez Masto
NM Tom Udall,NV Catherine Cortez Masto
VA Tim Kaine,NV Catherine Cortez Masto
OR Ron Wyden,NV Catherine Cortez Masto
ME Angus S. King Jr.,NV Catherine Cortez Masto
PA Robert P. Casey Jr.,NV Catherine Cortez Masto
MD Benjamin L. Cardin,NV Catherine Cortez Masto
CT Richard Blumenthal,NV Catherine Cortez Masto
RI Sheldon Whitehouse,NV Catherine Cortez Masto
MI Gary C. Peters,NV Catherine Cortez Masto
OR Jeff Merkley,NV Catherine Cortez Masto
DE Christopher A. Coons,NV Catherine Cortez Masto
NJ Cory A. Booker,NV Catherine Cortez Masto
VT Patrick J. Leahy,NV Catherine Cortez Masto
VT Bernard Sanders,NV Catherine Cortez Masto
NM Martin Heinrich,NV Catherine Cortez Masto
WA Maria Cantwell,NV Catherine Cortez Masto
MD Chris Van Hollen,NV Catherine Cortez Masto
CA Kamala D. Harris,NV Catherine Cortez Masto
NH Margaret Wood Hassan,NV Catherine Cortez Masto
IL Tammy Duckworth,NV Catherine Cortez Masto
NH Jeanne Shaheen,NV Catherine Cortez Masto
WA Patty Murray,NV Catherine Cortez Masto
WI Tammy Baldwin,NV Catherine Cortez Masto
MA Elizabeth Warren,NV Catherine Cortez Masto
DE Thomas R. Carper,NV Catherine Cortez Masto
IL Richard J. Durbin,NV Catherine Cortez Masto
MA Edward J. Markey,NV Catherine Cortez Masto
NJ Robert Menendez,NV Catherine Cortez Masto
MI Debbie Stabenow,NV Catherine Cortez Masto
AK Dan Sullivan,NV Jacky Rosen
AK Lisa Murkowski,NV Jacky Rosen
ND Kevin Cramer,NV Jacky Rosen
LA Bill Cassidy,NV Jacky Rosen
TX John Cornyn,NV Jacky Rosen
NJ Cory A. Booker,NV Jacky Rosen
WV Shelley Moore Capito,NV Jacky Rosen
IN Todd Young,NV Jacky Rosen
NE Deb Fischer,NV Jacky Rosen
HI Brian Schatz,NV Jacky Rosen
MS Roger F. Wicker,NV Jacky Rosen
UT Mitt Romney,NV Jacky Rosen
OK James Lankford,NV Jacky Rosen
NY Kirsten E. Gillibrand,NV Jacky Rosen
MS Cindy Hyde-Smith,NY Kirsten E. Gillibrand
IN Mike Braun,OH Sherrod Brown
TN Marsha Blackburn,OH Sherrod Brown
IN Mike Braun,OH Rob Portman
TN Marsha Blackburn,OH Rob Portman
CO Cory Gardner,OK James M. Inhofe
ND Kevin Cramer,OK James M. Inhofe
WY John Barrasso,OK James M. Inhofe
TN Lamar Alexander,OK James M. Inhofe
TX John Cornyn,OK James M. Inhofe
SD Mike Rounds,OK James M. Inhofe
AK Dan Sullivan,OK James M. Inhofe
GA David Perdue,OK James M. Inhofe
ND John Hoeven,OK James M. Inhofe
GA Johnny Isakson,OK James M. Inhofe
OH Rob Portman,OK James M. Inhofe
DE Thomas R. Carper,OK James M. Inhofe
TX Ted Cruz,OK James M. Inhofe
OK James Lankford,OK James M. Inhofe
NJ Cory A. Booker,OK James Lankford
AL Doug Jones,OK James Lankford
LA John Kennedy,OK James Lankford
HI Brian Schatz,OK James Lankford
MN Amy Klobuchar,OK James Lankford
LA Bill Cassidy,OK James Lankford
NV Catherine Cortez Masto,OK James Lankford
MO Josh Hawley,OK James Lankford
NH Margaret Wood Hassan,OK James Lankford
ND Kevin Cramer,OK James Lankford
MA Edward J. Markey,OK James Lankford
MT Jon Tester,OK James Lankford
AZ Kyrsten Sinema,OK James Lankford
MD Chris Van Hollen,OK James Lankford
IL Tammy Duckworth,OK James Lankford
NV Jacky Rosen,OK James Lankford
MN Tina Smith,OK James Lankford
UT Mitt Romney,OK James Lankford
FL Rick Scott,OK James Lankford
IN Mike Braun,OK James Lankford
TX Ted Cruz,OK James Lankford
MS Cindy Hyde-Smith,OK James Lankford
PA Robert P. Casey Jr.,OK James Lankford
CO Michael F. Bennet,OK James Lankford
CT Richard Blumenthal,OK James Lankford
RI Sheldon Whitehouse,OK James Lankford
SC Lindsey Graham,OK James Lankford
KY Mitch McConnell,OK James Lankford
SD Mike Rounds,OK James Lankford
NE Ben Sasse,OK James Lankford
AK Dan Sullivan,OK James Lankford
NC Thom Tillis,OK James Lankford
IA Joni Ernst,OK James Lankford
GA David Perdue,OK James Lankford
AR Tom Cotton,OK James Lankford
CA Dianne Feinstein,OK James Lankford
HI Mazie K. Hirono,OK James Lankford
RI Jack Reed,OK James Lankford
DE Christopher A. Coons,OK James Lankford
VA Tim Kaine,OK James Lankford
DE Thomas R. Carper,OK James Lankford
ME Angus S. King Jr.,OK James Lankford
VA Mark R. Warner,OK James Lankford
WV Joe Manchin III,OK James Lankford
NJ Robert Menendez,OK James Lankford
IL Richard J. Durbin,OK James Lankford
MI Debbie Stabenow,OK James Lankford
VT Bernard Sanders,OK James Lankford
MD Benjamin L. Cardin,OK James Lankford
NH Jeanne Shaheen,OK James Lankford
MT Steve Daines,OK James Lankford
CO Cory Gardner,OK James Lankford
WA Maria Cantwell,OK James Lankford
GA Johnny Isakson,OK James Lankford
AR John Boozman,OK James Lankford
WA Patty Murray,OK James Lankford
WI Tammy Baldwin,OK James Lankford
KS Pat Roberts,OK James Lankford
KS Jerry Moran,OK James Lankford
VT Patrick J. Leahy,OK James Lankford
PA Patrick J. Toomey,OK James Lankford
FL Marco Rubio,OK James Lankford
NC Richard Burr,OK James Lankford
WI Ron Johnson,OK James Lankford
SD John Thune,OK James Lankford
IA Chuck Grassley,OK James Lankford
TX John Cornyn,OK James Lankford
UT Mike Lee,OK James Lankford
KY Rand Paul,OK James Lankford
OR Ron Wyden,OK James Lankford
ME Susan M. Collins,OK James Lankford
NM Martin Heinrich,OK James Lankford
OR Jeff Merkley,OK James Lankford
TN Lamar Alexander,OK James Lankford
AK Lisa Murkowski,OK James Lankford
NM Tom Udall,OK James Lankford
ID James E. Risch,OK James Lankford
ID Mike Crapo,OK James Lankford
MS Roger F. Wicker,OK James Lankford
ND John Hoeven,OK James Lankford
OH Sherrod Brown,OK James Lankford
AL Richard C. Shelby,OK James Lankford
NE Deb Fischer,OK James Lankford
MO Roy Blunt,OK James Lankford
OH Rob Portman,OK James Lankford
OK James M. Inhofe,OK James Lankford
TN Marsha Blackburn,OK James Lankford
WY John Barrasso,OK James Lankford
WV Shelley Moore Capito,OK James Lankford
SC Tim Scott,OK James Lankford
MI Gary C. Peters,OK James Lankford
IN Todd Young,OK James Lankford
MN Amy Klobuchar,OR Jeff Merkley
NV Jacky Rosen,OR Jeff Merkley
AZ Kyrsten Sinema,OR Jeff Merkley
AL Doug Jones,OR Jeff Merkley
MN Tina Smith,OR Jeff Merkley
CA Kamala D. Harris,OR Jeff Merkley
KS Pat Roberts,OR Jeff Merkley
KY Rand Paul,OR Jeff Merkley
IN Todd Young,OR Jeff Merkley
IL Tammy Duckworth,OR Jeff Merkley
SD Mike Rounds,OR Jeff Merkley
NV Catherine Cortez Masto,OR Jeff Merkley
LA John Kennedy,OR Jeff Merkley
DE Christopher A. Coons,OR Jeff Merkley
NH Margaret Wood Hassan,OR Jeff Merkley
VA Tim Kaine,OR Jeff Merkley
MD Chris Van Hollen,OR Jeff Merkley
KY Mitch McConnell,OR Jeff Merkley
OK James M. Inhofe,OR Jeff Merkley
OH Rob Portman,OR Jeff Merkley
VA Mark R. Warner,OR Jeff Merkley
AK Dan Sullivan,OR Jeff Merkley
NE Ben Sasse,OR Jeff Merkley
NC Thom Tillis,OR Jeff Merkley
OK James Lankford,OR Jeff Merkley
MT Steve Daines,OR Jeff Merkley
GA David Perdue,OR Jeff Merkley
IA Joni Ernst,OR Jeff Merkley
AR Tom Cotton,OR Jeff Merkley
CO Cory Gardner,OR Jeff Merkley
WV Shelley Moore Capito,OR Jeff Merkley
WA Maria Cantwell,OR Jeff Merkley
MI Gary C. Peters,OR Jeff Merkley
MO Roy Blunt,OR Jeff Merkley
NC Richard Burr,OR Jeff Merkley
GA Johnny Isakson,OR Jeff Merkley
TN Lamar Alexander,OR Jeff Merkley
IA Chuck Grassley,OR Jeff Merkley
TX John Cornyn,OR Jeff Merkley
NJ Cory A. Booker,OR Jeff Merkley
SC Tim Scott,OR Jeff Merkley
TX Ted Cruz,OR Jeff Merkley
UT Mike Lee,OR Jeff Merkley
PA Patrick J. Toomey,OR Jeff Merkley
AL Richard C. Shelby,OR Jeff Merkley
AR John Boozman,OR Jeff Merkley
KS Jerry Moran,OR Jeff Merkley
ID Mike Crapo,OR Jeff Merkley
AK Lisa Murkowski,OR Jeff Merkley
ME Susan M. Collins,OR Jeff Merkley
ND John Hoeven,OR Jeff Merkley
ID James E. Risch,OR Jeff Merkley
WI Ron Johnson,OR Jeff Merkley
WY John Barrasso,OR Jeff Merkley
SD John Thune,OR Jeff Merkley
MS Roger F. Wicker,OR Jeff Merkley
NE Deb Fischer,OR Jeff Merkley
RI Sheldon Whitehouse,OR Jeff Merkley
MT Jon Tester,OR Jeff Merkley
MI Debbie Stabenow,OR Jeff Merkley
HI Brian Schatz,OR Jeff Merkley
VT Bernard Sanders,OR Jeff Merkley
RI Jack Reed,OR Jeff Merkley
WA Patty Murray,OR Jeff Merkley
NJ Robert Menendez,OR Jeff Merkley
MA Edward J. Markey,OR Jeff Merkley
WV Joe Manchin III,OR Jeff Merkley
VT Patrick J. Leahy,OR Jeff Merkley
NH Jeanne Shaheen,OR Jeff Merkley
ME Angus S. King Jr.,OR Jeff Merkley
HI Mazie K. Hirono,OR Jeff Merkley
NM Martin Heinrich,OR Jeff Merkley
CA Dianne Feinstein,OR Jeff Merkley
IL Richard J. Durbin,OR Jeff Merkley
PA Robert P. Casey Jr.,OR Jeff Merkley
DE Thomas R. Carper,OR Jeff Merkley
MD Benjamin L. Cardin,OR Jeff Merkley
OH Sherrod Brown,OR Jeff Merkley
CT Richard Blumenthal,OR Jeff Merkley
CO Michael F. Bennet,OR Jeff Merkley
WI Tammy Baldwin,OR Jeff Merkley
NM Tom Udall,OR Jeff Merkley
MA Elizabeth Warren,OR Jeff Merkley
OR Ron Wyden,OR Jeff Merkley
IL Tammy Duckworth,OR Ron Wyden
KY Rand Paul,OR Ron Wyden
MN Tina Smith,OR Ron Wyden
MT Jon Tester,OR Ron Wyden
NV Catherine Cortez Masto,OR Ron Wyden
VA Tim Kaine,OR Ron Wyden
CA Kamala D. Harris,OR Ron Wyden
AZ Kyrsten Sinema,OR Ron Wyden
NV Jacky Rosen,OR Ron Wyden
MA Elizabeth Warren,OR Ron Wyden
AL Richard C. Shelby,OR Ron Wyden
WI Tammy Baldwin,OR Ron Wyden
CO Cory Gardner,OR Ron Wyden
MA Edward J. Markey,OR Ron Wyden
HI Mazie K. Hirono,OR Ron Wyden
ME Angus S. King Jr.,OR Ron Wyden
NH Margaret Wood Hassan,OR Ron Wyden
NH Jeanne Shaheen,OR Ron Wyden
CO Michael F. Bennet,OR Ron Wyden
IL Richard J. Durbin,OR Ron Wyden
DE Christopher A. Coons,OR Ron Wyden
NJ Robert Menendez,OR Ron Wyden
WA Maria Cantwell,OR Ron Wyden
NM Tom Udall,OR Ron Wyden
VA Mark R. Warner,OR Ron Wyden
MI Gary C. Peters,OR Ron Wyden
GA Johnny Isakson,OR Ron Wyden
MD Chris Van Hollen,OR Ron Wyden
OH Sherrod Brown,OR Ron Wyden
WI Ron Johnson,OR Ron Wyden
ME Susan M. Collins,OR Ron Wyden
MI Debbie Stabenow,OR Ron Wyden
DE Thomas R. Carper,OR Ron Wyden
WV Shelley Moore Capito,OR Ron Wyden
MD Benjamin L. Cardin,OR Ron Wyden
WV Joe Manchin III,OR Ron Wyden
NC Richard Burr,OR Ron Wyden
MO Roy Blunt,OR Ron Wyden
AR John Boozman,OR Ron Wyden
KS Jerry Moran,OR Ron Wyden
KS Pat Roberts,OR Ron Wyden
ID James E. Risch,OR Ron Wyden
ID Mike Crapo,OR Ron Wyden
MS Roger F. Wicker,OR Ron Wyden
SD John Thune,OR Ron Wyden
WY John Barrasso,OR Ron Wyden
NE Deb Fischer,OR Ron Wyden
ND John Hoeven,OR Ron Wyden
PA Patrick J. Toomey,OR Ron Wyden
RI Jack Reed,OR Ron Wyden
PA Robert P. Casey Jr.,OR Ron Wyden
RI Sheldon Whitehouse,OR Ron Wyden
VT Patrick J. Leahy,OR Ron Wyden
NM Martin Heinrich,OR Ron Wyden
CA Dianne Feinstein,OR Ron Wyden
NJ Cory A. Booker,OR Ron Wyden
WA Patty Murray,OR Ron Wyden
CT Richard Blumenthal,OR Ron Wyden
VT Bernard Sanders,OR Ron Wyden
HI Brian Schatz,OR Ron Wyden
AK Lisa Murkowski,OR Ron Wyden
IA Chuck Grassley,OR Ron Wyden
OR Jeff Merkley,OR Ron Wyden
MN Amy Klobuchar,PA Robert P. Casey Jr.
AZ Kyrsten Sinema,PA Robert P. Casey Jr.
NV Jacky Rosen,PA Robert P. Casey Jr.
MN Tina Smith,PA Robert P. Casey Jr.
AL Doug Jones,PA Robert P. Casey Jr.
MD Chris Van Hollen,PA Robert P. Casey Jr.
CA Kamala D. Harris,PA Robert P. Casey Jr.
NH Margaret Wood Hassan,PA Robert P. Casey Jr.
KY Mitch McConnell,PA Robert P. Casey Jr.
LA John Kennedy,PA Robert P. Casey Jr.
NV Catherine Cortez Masto,PA Robert P. Casey Jr.
IL Tammy Duckworth,PA Robert P. Casey Jr.
NJ Cory A. Booker,PA Robert P. Casey Jr.
IA Chuck Grassley,PA Robert P. Casey Jr.
MT Steve Daines,PA Robert P. Casey Jr.
AK Lisa Murkowski,PA Robert P. Casey Jr.
KS Jerry Moran,PA Robert P. Casey Jr.
OH Rob Portman,PA Robert P. Casey Jr.
MO Roy Blunt,PA Robert P. Casey Jr.
MA Edward J. Markey,PA Robert P. Casey Jr.
UT Mike Lee,PA Robert P. Casey Jr.
VA Tim Kaine,PA Robert P. Casey Jr.
WV Shelley Moore Capito,PA Robert P. Casey Jr.
KY Rand Paul,PA Robert P. Casey Jr.
OK James Lankford,PA Robert P. Casey Jr.
FL Marco Rubio,PA Robert P. Casey Jr.
CO Cory Gardner,PA Robert P. Casey Jr.
MI Gary C. Peters,PA Robert P. Casey Jr.
ND John Hoeven,PA Robert P. Casey Jr.
RI Jack Reed,PA Robert P. Casey Jr.
MT Jon Tester,PA Robert P. Casey Jr.
AR Tom Cotton,PA Robert P. Casey Jr.
NM Martin Heinrich,PA Robert P. Casey Jr.
HI Brian Schatz,PA Robert P. Casey Jr.
IA Joni Ernst,PA Robert P. Casey Jr.
GA David Perdue,PA Robert P. Casey Jr.
AK Dan Sullivan,PA Robert P. Casey Jr.
SD Mike Rounds,PA Robert P. Casey Jr.
NE Ben Sasse,PA Robert P. Casey Jr.
NC Thom Tillis,PA Robert P. Casey Jr.
TX John Cornyn,PA Robert P. Casey Jr.
AL Richard C. Shelby,PA Robert P. Casey Jr.
TN Lamar Alexander,PA Robert P. Casey Jr.
WI Ron Johnson,PA Robert P. Casey Jr.
AR John Boozman,PA Robert P. Casey Jr.
KS Pat Roberts,PA Robert P. Casey Jr.
MS Roger F. Wicker,PA Robert P. Casey Jr.
SC Tim Scott,PA Robert P. Casey Jr.
ID Mike Crapo,PA Robert P. Casey Jr.
NC Richard Burr,PA Robert P. Casey Jr.
CA Dianne Feinstein,PA Robert P. Casey Jr.
ME Angus S. King Jr.,PA Robert P. Casey Jr.
HI Mazie K. Hirono,PA Robert P. Casey Jr.
TX Ted Cruz,PA Robert P. Casey Jr.
ID James E. Risch,PA Robert P. Casey Jr.
GA Johnny Isakson,PA Robert P. Casey Jr.
WI Tammy Baldwin,PA Robert P. Casey Jr.
NE Deb Fischer,PA Robert P. Casey Jr.
RI Sheldon Whitehouse,PA Robert P. Casey Jr.
NH Jeanne Shaheen,PA Robert P. Casey Jr.
MA Elizabeth Warren,PA Robert P. Casey Jr.
DE Christopher A. Coons,PA Robert P. Casey Jr.
SD John Thune,PA Robert P. Casey Jr.
WY John Barrasso,PA Robert P. Casey Jr.
OR Ron Wyden,PA Robert P. Casey Jr.
WA Patty Murray,PA Robert P. Casey Jr.
ME Susan M. Collins,PA Robert P. Casey Jr.
PA Patrick J. Toomey,PA Robert P. Casey Jr.
VA Mark R. Warner,PA Robert P. Casey Jr.
NM Tom Udall,PA Robert P. Casey Jr.
MI Debbie Stabenow,PA Robert P. Casey Jr.
VT Bernard Sanders,PA Robert P. Casey Jr.
OR Jeff Merkley,PA Robert P. Casey Jr.
NJ Robert Menendez,PA Robert P. Casey Jr.
WV Joe Manchin III,PA Robert P. Casey Jr.
VT Patrick J. Leahy,PA Robert P. Casey Jr.
IL Richard J. Durbin,PA Robert P. Casey Jr.
DE Thomas R. Carper,PA Robert P. Casey Jr.
MD Benjamin L. Cardin,PA Robert P. Casey Jr.
WA Maria Cantwell,PA Robert P. Casey Jr.
OH Sherrod Brown,PA Robert P. Casey Jr.
CT Richard Blumenthal,PA Robert P. Casey Jr.
CO Michael F. Bennet,PA Robert P. Casey Jr.
OR Ron Wyden,PA Patrick J. Toomey
LA John Kennedy,PA Patrick J. Toomey
AL Richard C. Shelby,PA Patrick J. Toomey
ID James E. Risch,PA Patrick J. Toomey
GA David Perdue,PA Patrick J. Toomey
MI Gary C. Peters,PA Patrick J. Toomey
MI Debbie Stabenow,PA Patrick J. Toomey
WI Tammy Baldwin,PA Patrick J. Toomey
ME Angus S. King Jr.,PA Patrick J. Toomey
WA Maria Cantwell,PA Patrick J. Toomey
NM Martin Heinrich,PA Patrick J. Toomey
HI Brian Schatz,PA Patrick J. Toomey
HI Mazie K. Hirono,PA Patrick J. Toomey
OH Sherrod Brown,PA Patrick J. Toomey
MD Benjamin L. Cardin,PA Patrick J. Toomey
DE Christopher A. Coons,PA Patrick J. Toomey
NJ Robert Menendez,PA Patrick J. Toomey
CA Dianne Feinstein,PA Patrick J. Toomey
RI Sheldon Whitehouse,PA Patrick J. Toomey
VT Patrick J. Leahy,PA Patrick J. Toomey
RI Jack Reed,PA Patrick J. Toomey
NE Ben Sasse,PA Patrick J. Toomey
SC Lindsey Graham,PA Patrick J. Toomey
SC Tim Scott,PA Patrick J. Toomey
OK James Lankford,PA Patrick J. Toomey
KY Mitch McConnell,PA Patrick J. Toomey
CO Cory Gardner,PA Patrick J. Toomey
NC Thom Tillis,PA Patrick J. Toomey
IA Joni Ernst,PA Patrick J. Toomey
SD Mike Rounds,PA Patrick J. Toomey
CO Michael F. Bennet,PA Patrick J. Toomey
MT Steve Daines,PA Patrick J. Toomey
AR Tom Cotton,PA Patrick J. Toomey
ND John Hoeven,PA Patrick J. Toomey
MD Chris Van Hollen,PA Patrick J. Toomey
WV Joe Manchin III,PA Patrick J. Toomey
NC Richard Burr,PA Patrick J. Toomey
FL Marco Rubio,PA Patrick J. Toomey
ME Susan M. Collins,PA Patrick J. Toomey
MO Roy Blunt,PA Patrick J. Toomey
AR John Boozman,PA Patrick J. Toomey
NH Jeanne Shaheen,PA Patrick J. Toomey
AK Lisa Murkowski,PA Patrick J. Toomey
ID Mike Crapo,PA Patrick J. Toomey
GA Johnny Isakson,PA Patrick J. Toomey
KS Jerry Moran,PA Patrick J. Toomey
KS Pat Roberts,PA Patrick J. Toomey
WA Patty Murray,PA Patrick J. Toomey
DE Thomas R. Carper,PA Patrick J. Toomey
SD John Thune,PA Patrick J. Toomey
WY John Barrasso,PA Patrick J. Toomey
OH Rob Portman,PA Patrick J. Toomey
TN Marsha Blackburn,PA Patrick J. Toomey
WV Shelley Moore Capito,PA Patrick J. Toomey
PA Robert P. Casey Jr.,PA Patrick J. Toomey
UT Mike Lee,PA Patrick J. Toomey
WI Ron Johnson,PA Patrick J. Toomey
KY Rand Paul,PA Patrick J. Toomey
TX John Cornyn,PA Patrick J. Toomey
MS Roger F. Wicker,PA Patrick J. Toomey
IL Richard J. Durbin,PA Patrick J. Toomey
TN Lamar Alexander,PA Patrick J. Toomey
IA Chuck Grassley,PA Patrick J. Toomey
MT Jon Tester,RI Jack Reed
WA Patty Murray,RI Jack Reed
CT Richard Blumenthal,RI Jack Reed
ME Angus S. King Jr.,RI Jack Reed
NM Martin Heinrich,RI Jack Reed
MI Gary C. Peters,RI Jack Reed
ME Susan M. Collins,RI Jack Reed
WV Joe Manchin III,RI Jack Reed
IL Tammy Duckworth,RI Jack Reed
AL Doug Jones,RI Jack Reed
OK James M. Inhofe,RI Jack Reed
OR Ron Wyden,RI Jack Reed
NH Jeanne Shaheen,RI Jack Reed
HI Mazie K. Hirono,RI Jack Reed
MA Elizabeth Warren,RI Jack Reed
MD Benjamin L. Cardin,RI Jack Reed
VA Mark R. Warner,RI Jack Reed
NC Richard Burr,RI Jack Reed
VA Tim Kaine,RI Jack Reed
MA Edward J. Markey,RI Jack Reed
MI Debbie Stabenow,RI Jack Reed
OH Sherrod Brown,RI Jack Reed
AL Richard C. Shelby,RI Jack Reed
ID Mike Crapo,RI Jack Reed
RI Sheldon Whitehouse,RI Jack Reed
AZ Kyrsten Sinema,RI Sheldon Whitehouse
MN Amy Klobuchar,RI Sheldon Whitehouse
AL Doug Jones,RI Sheldon Whitehouse
MN Tina Smith,RI Sheldon Whitehouse
TX John Cornyn,RI Sheldon Whitehouse
AK Dan Sullivan,RI Sheldon Whitehouse
MT Jon Tester,RI Sheldon Whitehouse
LA John Kennedy,RI Sheldon Whitehouse
GA David Perdue,RI Sheldon Whitehouse
